,reward,difficulty,duration,mobile,social,web,bogo,discount,informational,age,income,F,M,O,days_since_member
4894,10,10,7,1,1,0,1,0,0,21,40000.0,0,1,0,733
33297,5,5,7,1,0,1,1,0,0,37,33000.0,1,0,0,1699
36353,0,0,4,1,0,1,0,0,1,51,49000.0,0,1,0,1687
3197,5,20,10,0,0,1,0,1,0,64,71000.0,1,0,0,1415
39747,3,7,7,1,1,1,0,1,0,33,73000.0,1,0,0,1743
44077,2,10,7,1,0,1,0,1,0,38,52000.0,0,1,0,1306
39107,5,5,5,1,1,1,1,0,0,42,56000.0,1,0,0,1400
6962,0,0,4,1,0,1,0,0,1,81,72000.0,0,1,0,71
18926,5,5,7,1,0,1,1,0,0,63,51000.0,0,1,0,1641
4231,10,10,5,1,1,1,1,0,0,56,102000.0,0,1,0,792
28714,3,7,7,1,1,1,0,1,0,26,55000.0,0,1,0,1728
15169,10,10,7,1,1,0,1,0,0,42,36000.0,0,1,0,878
16399,5,20,10,0,0,1,0,1,0,91,35000.0,0,1,0,983
20471,10,10,5,1,1,1,1,0,0,79,78000.0,1,0,0,1420
30705,10,10,5,1,1,1,1,0,0,68,116000.0,0,1,0,1016
27351,5,5,5,1,1,1,1,0,0,82,96000.0,0,1,0,1662
22801,5,5,7,1,0,1,1,0,0,18,68000.0,0,1,0,731
26100,0,0,4,1,0,1,0,0,1,51,116000.0,1,0,0,1659
14085,10,10,5,1,1,1,1,0,0,88,52000.0,0,1,0,1580
8718,10,10,7,1,1,0,1,0,0,66,112000.0,1,0,0,1544
6212,2,10,7,1,0,1,0,1,0,49,50000.0,1,0,0,1444
39186,2,10,7,1,0,1,0,1,0,43,69000.0,1,0,0,287
25010,0,0,4,1,0,1,0,0,1,56,79000.0,1,0,0,923
23521,10,10,7,1,1,0,1,0,0,52,103000.0,0,1,0,1312
3148,3,7,7,1,1,1,0,1,0,58,63000.0,1,0,0,976
19171,2,10,10,1,1,1,0,1,0,61,51000.0,0,1,0,507
14001,3,7,7,1,1,1,0,1,0,81,69000.0,1,0,0,1190
31881,5,5,5,1,1,1,1,0,0,52,55000.0,1,0,0,1788
10711,5,20,10,0,0,1,0,1,0,74,85000.0,1,0,0,123
38231,2,10,10,1,1,1,0,1,0,58,96000.0,0,1,0,1488
14023,0,0,4,1,0,1,0,0,1,70,95000.0,1,0,0,883
25138,10,10,7,1,1,0,1,0,0,32,40000.0,0,1,0,132
10323,2,10,10,1,1,1,0,1,0,40,63000.0,0,1,0,833
15405,0,0,4,1,0,1,0,0,1,33,57000.0,0,1,0,1660
20205,10,10,7,1,1,0,1,0,0,68,111000.0,1,0,0,1773
30,0,0,3,1,1,0,0,0,1,61,90000.0,1,0,0,1488
44767,0,0,3,1,1,0,0,0,1,42,48000.0,0,1,0,1585
1346,2,10,7,1,0,1,0,1,0,47,65000.0,0,1,0,1035
14598,0,0,3,1,1,0,0,0,1,68,93000.0,0,1,0,1384
11252,3,7,7,1,1,1,0,1,0,46,64000.0,1,0,0,1704
18775,2,10,7,1,0,1,0,1,0,18,40000.0,0,1,0,1685
8648,0,0,3,1,1,0,0,0,1,54,79000.0,1,0,0,856
24030,5,5,7,1,0,1,1,0,0,48,71000.0,1,0,0,1480
16163,0,0,3,1,1,0,0,0,1,50,51000.0,0,1,0,1804
5879,2,10,10,1,1,1,0,1,0,49,52000.0,0,1,0,1570
22090,5,5,5,1,1,1,1,0,0,75,43000.0,0,1,0,1397
44136,0,0,4,1,0,1,0,0,1,19,62000.0,1,0,0,1097
39417,5,20,10,0,0,1,0,1,0,52,35000.0,0,1,0,147
18000,5,5,5,1,1,1,1,0,0,63,86000.0,0,1,0,1648
8608,10,10,5,1,1,1,1,0,0,58,48000.0,0,1,0,202
35935,10,10,5,1,1,1,1,0,0,83,96000.0,1,0,0,1055
32770,2,10,10,1,1,1,0,1,0,51,50000.0,1,0,0,1486
11416,5,5,7,1,0,1,1,0,0,72,50000.0,0,1,0,1593
4493,5,5,5,1,1,1,1,0,0,73,74000.0,1,0,0,1594
25014,5,5,5,1,1,1,1,0,0,67,33000.0,1,0,0,1600
31864,5,20,10,0,0,1,0,1,0,48,72000.0,1,0,0,1574
8655,0,0,3,1,1,0,0,0,1,53,41000.0,0,1,0,1711
21764,5,5,7,1,0,1,1,0,0,75,75000.0,0,1,0,1599
16344,5,5,7,1,0,1,1,0,0,74,51000.0,0,1,0,1497
26249,10,10,7,1,1,0,1,0,0,72,77000.0,1,0,0,1798
21623,3,7,7,1,1,1,0,1,0,63,76000.0,1,0,0,1098
7847,10,10,7,1,1,0,1,0,0,63,95000.0,1,0,0,1212
27367,5,5,5,1,1,1,1,0,0,61,58000.0,1,0,0,1085
9436,10,10,7,1,1,0,1,0,0,52,45000.0,0,1,0,1584
40614,0,0,4,1,0,1,0,0,1,60,31000.0,0,1,0,1562
1543,10,10,5,1,1,1,1,0,0,81,110000.0,1,0,0,1621
31194,5,20,10,0,0,1,0,1,0,67,87000.0,1,0,0,1387
19194,3,7,7,1,1,1,0,1,0,69,56000.0,1,0,0,1696
13542,0,0,3,1,1,0,0,0,1,82,99000.0,1,0,0,958
18015,2,10,10,1,1,1,0,1,0,58,72000.0,1,0,0,851
17913,3,7,7,1,1,1,0,1,0,73,79000.0,1,0,0,1510
14394,0,0,3,1,1,0,0,0,1,39,44000.0,1,0,0,778
3514,10,10,7,1,1,0,1,0,0,67,88000.0,1,0,0,1758
28841,5,5,7,1,0,1,1,0,0,53,103000.0,0,1,0,757
31819,2,10,10,1,1,1,0,1,0,46,33000.0,1,0,0,1684
41781,3,7,7,1,1,1,0,1,0,22,56000.0,0,1,0,407
30670,0,0,4,1,0,1,0,0,1,57,55000.0,0,1,0,1484
5979,0,0,4,1,0,1,0,0,1,50,46000.0,0,1,0,1716
19724,0,0,4,1,0,1,0,0,1,55,83000.0,0,1,0,884
3618,5,5,5,1,1,1,1,0,0,43,75000.0,0,1,0,1597
3429,2,10,10,1,1,1,0,1,0,23,31000.0,1,0,0,846
1229,5,5,5,1,1,1,1,0,0,69,74000.0,0,1,0,1071
13370,5,20,10,0,0,1,0,1,0,40,59000.0,0,1,0,1088
9294,2,10,10,1,1,1,0,1,0,26,61000.0,0,1,0,510
19413,0,0,3,1,1,0,0,0,1,49,73000.0,0,1,0,1277
31076,10,10,7,1,1,0,1,0,0,80,112000.0,0,1,0,1769
34706,3,7,7,1,1,1,0,1,0,53,83000.0,0,0,1,277
20003,3,7,7,1,1,1,0,1,0,84,86000.0,0,1,0,1575
1368,0,0,4,1,0,1,0,0,1,50,50000.0,0,1,0,1731
11706,3,7,7,1,1,1,0,1,0,53,116000.0,0,1,0,1523
36082,2,10,7,1,0,1,0,1,0,52,108000.0,1,0,0,1050
39064,3,7,7,1,1,1,0,1,0,29,58000.0,0,1,0,1549
7700,0,0,3,1,1,0,0,0,1,41,82000.0,0,1,0,1589
38634,0,0,4,1,0,1,0,0,1,65,30000.0,0,1,0,1626
7443,2,10,7,1,0,1,0,1,0,41,41000.0,1,0,0,784
22893,10,10,7,1,1,0,1,0,0,57,37000.0,1,0,0,1714
38436,3,7,7,1,1,1,0,1,0,75,72000.0,1,0,0,969
27510,5,20,10,0,0,1,0,1,0,94,44000.0,1,0,0,1279
18481,0,0,3,1,1,0,0,0,1,29,61000.0,0,1,0,1692
2548,3,7,7,1,1,1,0,1,0,63,65000.0,1,0,0,1581
12183,3,7,7,1,1,1,0,1,0,24,44000.0,1,0,0,1465
28704,2,10,7,1,0,1,0,1,0,67,60000.0,1,0,0,1695
27476,5,5,7,1,0,1,1,0,0,21,47000.0,1,0,0,1190
7634,5,5,5,1,1,1,1,0,0,52,74000.0,0,1,0,1673
41906,10,10,5,1,1,1,1,0,0,77,83000.0,0,1,0,973
28012,0,0,3,1,1,0,0,0,1,58,114000.0,1,0,0,1599
7937,0,0,4,1,0,1,0,0,1,81,50000.0,0,1,0,1694
2223,5,5,5,1,1,1,1,0,0,51,81000.0,0,1,0,1470
4391,5,20,10,0,0,1,0,1,0,43,57000.0,0,1,0,1459
21884,5,20,10,0,0,1,0,1,0,56,52000.0,0,1,0,373
8306,0,0,3,1,1,0,0,0,1,35,34000.0,0,1,0,432
35496,5,20,10,0,0,1,0,1,0,51,30000.0,0,1,0,1501
11068,5,20,10,0,0,1,0,1,0,47,40000.0,1,0,0,105
29307,3,7,7,1,1,1,0,1,0,53,104000.0,0,1,0,1274
19730,3,7,7,1,1,1,0,1,0,32,43000.0,0,1,0,1603
25640,10,10,7,1,1,0,1,0,0,52,86000.0,0,1,0,1657
24038,3,7,7,1,1,1,0,1,0,71,37000.0,1,0,0,1201
6491,10,10,7,1,1,0,1,0,0,60,78000.0,1,0,0,933
4223,5,5,7,1,0,1,1,0,0,44,65000.0,0,1,0,238
34667,2,10,10,1,1,1,0,1,0,28,50000.0,0,1,0,860
39446,5,5,7,1,0,1,1,0,0,22,49000.0,1,0,0,1733
24753,10,10,5,1,1,1,1,0,0,76,76000.0,0,1,0,981
38649,2,10,7,1,0,1,0,1,0,55,104000.0,1,0,0,1523
25233,10,10,7,1,1,0,1,0,0,66,38000.0,1,0,0,1714
24572,3,7,7,1,1,1,0,1,0,54,34000.0,0,1,0,1548
32224,3,7,7,1,1,1,0,1,0,65,74000.0,0,1,0,1531
23537,2,10,10,1,1,1,0,1,0,27,44000.0,0,1,0,1470
26357,0,0,3,1,1,0,0,0,1,76,56000.0,0,1,0,838
194,2,10,10,1,1,1,0,1,0,29,44000.0,0,1,0,1084
32527,5,5,5,1,1,1,1,0,0,34,38000.0,0,1,0,1755
31563,2,10,7,1,0,1,0,1,0,75,76000.0,1,0,0,1684
4032,5,20,10,0,0,1,0,1,0,40,61000.0,0,1,0,1012
28160,5,5,7,1,0,1,1,0,0,73,52000.0,0,1,0,1764
27389,5,20,10,0,0,1,0,1,0,56,51000.0,0,1,0,1182
1659,10,10,7,1,1,0,1,0,0,52,79000.0,0,1,0,836
5221,10,10,5,1,1,1,1,0,0,60,83000.0,0,1,0,1450
44671,2,10,10,1,1,1,0,1,0,79,72000.0,0,1,0,1743
28343,2,10,7,1,0,1,0,1,0,65,83000.0,1,0,0,963
43564,2,10,10,1,1,1,0,1,0,48,46000.0,0,1,0,1319
44980,3,7,7,1,1,1,0,1,0,39,52000.0,0,1,0,1557
32356,3,7,7,1,1,1,0,1,0,91,59000.0,0,1,0,1366
773,0,0,4,1,0,1,0,0,1,79,42000.0,0,1,0,1207
6930,10,10,5,1,1,1,1,0,0,66,50000.0,0,1,0,1794
35408,10,10,5,1,1,1,1,0,0,24,40000.0,0,1,0,1619
24289,10,10,5,1,1,1,1,0,0,45,99000.0,0,1,0,1476
3198,3,7,7,1,1,1,0,1,0,64,71000.0,1,0,0,1415
13329,2,10,7,1,0,1,0,1,0,71,104000.0,1,0,0,892
34491,2,10,10,1,1,1,0,1,0,80,82000.0,1,0,0,1597
5245,10,10,7,1,1,0,1,0,0,18,51000.0,1,0,0,1540
10861,3,7,7,1,1,1,0,1,0,21,72000.0,1,0,0,1511
42373,5,5,5,1,1,1,1,0,0,75,42000.0,1,0,0,1625
27455,0,0,4,1,0,1,0,0,1,77,84000.0,0,1,0,912
15858,0,0,3,1,1,0,0,0,1,32,43000.0,0,1,0,402
2106,2,10,10,1,1,1,0,1,0,52,47000.0,0,1,0,1544
9443,0,0,3,1,1,0,0,0,1,75,59000.0,1,0,0,1812
37845,0,0,3,1,1,0,0,0,1,71,92000.0,0,1,0,740
38083,10,10,5,1,1,1,1,0,0,19,62000.0,0,1,0,1536
651,2,10,7,1,0,1,0,1,0,55,72000.0,0,1,0,1405
34547,3,7,7,1,1,1,0,1,0,22,67000.0,1,0,0,1795
18258,10,10,7,1,1,0,1,0,0,68,105000.0,0,1,0,835
13342,3,7,7,1,1,1,0,1,0,64,73000.0,1,0,0,1159
16790,10,10,5,1,1,1,1,0,0,63,38000.0,0,1,0,1562
21870,3,7,7,1,1,1,0,1,0,63,31000.0,0,1,0,1626
43315,10,10,7,1,1,0,1,0,0,53,85000.0,1,0,0,1055
14810,2,10,10,1,1,1,0,1,0,61,105000.0,1,0,0,1639
11267,10,10,7,1,1,0,1,0,0,44,58000.0,1,0,0,1556
34157,0,0,4,1,0,1,0,0,1,31,58000.0,0,1,0,330
28782,0,0,4,1,0,1,0,0,1,58,75000.0,0,1,0,1536
22359,5,5,5,1,1,1,1,0,0,66,105000.0,0,1,0,1317
10843,10,10,5,1,1,1,1,0,0,22,64000.0,0,1,0,1783
29022,2,10,10,1,1,1,0,1,0,58,65000.0,0,1,0,938
29122,5,5,7,1,0,1,1,0,0,64,48000.0,0,1,0,1665
2217,10,10,7,1,1,0,1,0,0,62,76000.0,1,0,0,1618
27968,0,0,4,1,0,1,0,0,1,25,50000.0,0,1,0,1034
33627,2,10,7,1,0,1,0,1,0,38,38000.0,1,0,0,814
1424,5,5,7,1,0,1,1,0,0,37,39000.0,0,1,0,1670
21841,2,10,10,1,1,1,0,1,0,92,97000.0,1,0,0,791
36211,10,10,5,1,1,1,1,0,0,48,68000.0,0,1,0,1513
10730,3,7,7,1,1,1,0,1,0,22,62000.0,0,1,0,715
5626,2,10,10,1,1,1,0,1,0,56,92000.0,1,0,0,1575
12557,2,10,10,1,1,1,0,1,0,43,87000.0,1,0,0,1355
38900,3,7,7,1,1,1,0,1,0,58,110000.0,1,0,0,738
634,5,20,10,0,0,1,0,1,0,63,88000.0,0,1,0,1618
40105,10,10,5,1,1,1,1,0,0,67,82000.0,1,0,0,1035
22075,2,10,10,1,1,1,0,1,0,61,66000.0,0,1,0,1487
29711,0,0,3,1,1,0,0,0,1,47,42000.0,1,0,0,1390
28353,5,5,5,1,1,1,1,0,0,68,84000.0,0,1,0,763
34317,5,5,5,1,1,1,1,0,0,24,36000.0,0,0,1,1716
8164,3,7,7,1,1,1,0,1,0,49,108000.0,1,0,0,1407
44813,5,20,10,0,0,1,0,1,0,40,45000.0,0,1,0,926
29378,5,20,10,0,0,1,0,1,0,52,39000.0,1,0,0,1065
13904,5,5,5,1,1,1,1,0,0,52,62000.0,0,1,0,1516
26615,2,10,10,1,1,1,0,1,0,54,63000.0,0,1,0,1453
7637,5,5,5,1,1,1,1,0,0,54,51000.0,0,1,0,1350
11229,3,7,7,1,1,1,0,1,0,70,50000.0,0,1,0,957
7951,5,5,7,1,0,1,1,0,0,24,41000.0,1,0,0,1541
32733,2,10,10,1,1,1,0,1,0,51,101000.0,1,0,0,1813
37920,5,20,10,0,0,1,0,1,0,81,69000.0,0,1,0,1352
34165,10,10,5,1,1,1,1,0,0,47,71000.0,0,1,0,1336
37595,10,10,5,1,1,1,1,0,0,54,96000.0,1,0,0,850
30404,3,7,7,1,1,1,0,1,0,64,65000.0,0,1,0,1541
20661,5,20,10,0,0,1,0,1,0,71,75000.0,0,1,0,1426
25824,10,10,5,1,1,1,1,0,0,71,83000.0,0,1,0,628
33953,3,7,7,1,1,1,0,1,0,53,94000.0,1,0,0,1509
41603,5,20,10,0,0,1,0,1,0,74,91000.0,1,0,0,899
42690,0,0,4,1,0,1,0,0,1,62,70000.0,1,0,0,1469
21691,10,10,5,1,1,1,1,0,0,65,98000.0,1,0,0,1077
15534,5,5,7,1,0,1,1,0,0,36,51000.0,1,0,0,1437
11202,2,10,7,1,0,1,0,1,0,71,57000.0,0,1,0,1431
37240,0,0,4,1,0,1,0,0,1,57,71000.0,0,1,0,1601
12157,10,10,5,1,1,1,1,0,0,66,31000.0,1,0,0,931
26351,10,10,5,1,1,1,1,0,0,83,72000.0,1,0,0,1550
21018,5,5,5,1,1,1,1,0,0,71,43000.0,0,1,0,1676
24215,5,20,10,0,0,1,0,1,0,29,51000.0,1,0,0,1213
24902,2,10,7,1,0,1,0,1,0,63,57000.0,1,0,0,911
27093,2,10,10,1,1,1,0,1,0,46,40000.0,0,1,0,1752
34009,0,0,4,1,0,1,0,0,1,68,84000.0,1,0,0,1539
5082,0,0,3,1,1,0,0,0,1,45,60000.0,1,0,0,1548
14728,5,5,5,1,1,1,1,0,0,47,58000.0,1,0,0,1757
7309,10,10,5,1,1,1,1,0,0,55,52000.0,1,0,0,1134
22836,10,10,7,1,1,0,1,0,0,46,56000.0,0,1,0,54
3232,5,5,5,1,1,1,1,0,0,35,36000.0,1,0,0,981
6387,10,10,7,1,1,0,1,0,0,64,37000.0,1,0,0,1544
12752,0,0,4,1,0,1,0,0,1,53,53000.0,1,0,0,1212
44710,10,10,5,1,1,1,1,0,0,67,64000.0,0,1,0,518
16496,0,0,4,1,0,1,0,0,1,77,63000.0,1,0,0,1658
32347,10,10,5,1,1,1,1,0,0,57,83000.0,0,1,0,1779
39201,0,0,3,1,1,0,0,0,1,40,72000.0,1,0,0,846
3970,5,5,5,1,1,1,1,0,0,26,66000.0,0,1,0,1056
16691,5,5,5,1,1,1,1,0,0,75,58000.0,1,0,0,1162
34340,10,10,5,1,1,1,1,0,0,20,30000.0,0,1,0,1480
5719,3,7,7,1,1,1,0,1,0,58,73000.0,1,0,0,1580
17034,10,10,5,1,1,1,1,0,0,48,71000.0,1,0,0,1571
40616,5,20,10,0,0,1,0,1,0,60,31000.0,0,1,0,1562
1079,3,7,7,1,1,1,0,1,0,68,63000.0,0,1,0,1747
19647,5,20,10,0,0,1,0,1,0,58,54000.0,1,0,0,1042
27574,10,10,7,1,1,0,1,0,0,50,37000.0,0,1,0,1676
41241,0,0,3,1,1,0,0,0,1,41,49000.0,1,0,0,1642
25383,0,0,3,1,1,0,0,0,1,63,74000.0,1,0,0,1701
20778,10,10,5,1,1,1,1,0,0,55,90000.0,1,0,0,812
37566,0,0,3,1,1,0,0,0,1,59,48000.0,0,0,1,738
28068,5,5,7,1,0,1,1,0,0,66,34000.0,0,1,0,1189
41519,10,10,7,1,1,0,1,0,0,84,86000.0,1,0,0,1451
25802,10,10,5,1,1,1,1,0,0,32,35000.0,0,1,0,1500
4364,10,10,7,1,1,0,1,0,0,51,105000.0,1,0,0,995
7357,0,0,4,1,0,1,0,0,1,78,66000.0,0,1,0,1508
12011,3,7,7,1,1,1,0,1,0,36,62000.0,0,1,0,387
75,3,7,7,1,1,1,0,1,0,61,39000.0,0,1,0,1366
23792,5,5,7,1,0,1,1,0,0,35,42000.0,1,0,0,1065
9161,0,0,3,1,1,0,0,0,1,90,99000.0,1,0,0,1443
36347,10,10,7,1,1,0,1,0,0,73,61000.0,0,1,0,1821
39098,5,5,7,1,0,1,1,0,0,51,56000.0,1,0,0,1476
16031,2,10,7,1,0,1,0,1,0,71,85000.0,0,1,0,1471
3760,0,0,4,1,0,1,0,0,1,70,55000.0,0,0,1,1613
37987,0,0,4,1,0,1,0,0,1,57,114000.0,1,0,0,1436
9201,0,0,3,1,1,0,0,0,1,65,114000.0,1,0,0,874
42501,2,10,7,1,0,1,0,1,0,79,91000.0,1,0,0,1386
31690,2,10,7,1,0,1,0,1,0,50,110000.0,1,0,0,1700
36279,3,7,7,1,1,1,0,1,0,50,111000.0,0,1,0,1474
34096,5,20,10,0,0,1,0,1,0,26,35000.0,0,1,0,1572
21138,10,10,5,1,1,1,1,0,0,65,34000.0,0,1,0,912
38279,0,0,3,1,1,0,0,0,1,49,32000.0,0,1,0,1243
24948,10,10,7,1,1,0,1,0,0,18,31000.0,1,0,0,1505
40412,3,7,7,1,1,1,0,1,0,20,38000.0,0,1,0,1007
25463,2,10,10,1,1,1,0,1,0,66,51000.0,1,0,0,1077
44213,5,20,10,0,0,1,0,1,0,95,51000.0,0,1,0,1822
25019,0,0,3,1,1,0,0,0,1,37,48000.0,1,0,0,991
39221,2,10,10,1,1,1,0,1,0,41,61000.0,0,1,0,1047
16858,5,20,10,0,0,1,0,1,0,60,87000.0,1,0,0,1470
26124,10,10,7,1,1,0,1,0,0,30,45000.0,1,0,0,1680
23206,3,7,7,1,1,1,0,1,0,60,77000.0,1,0,0,1153
27906,0,0,3,1,1,0,0,0,1,44,65000.0,1,0,0,400
3530,0,0,4,1,0,1,0,0,1,66,61000.0,1,0,0,1474
9842,2,10,10,1,1,1,0,1,0,51,114000.0,1,0,0,1035
40036,0,0,3,1,1,0,0,0,1,51,114000.0,0,1,0,1472
36983,0,0,4,1,0,1,0,0,1,41,64000.0,0,1,0,845
35409,2,10,10,1,1,1,0,1,0,24,40000.0,0,1,0,1619
22324,5,20,10,0,0,1,0,1,0,55,85000.0,1,0,0,1019
14805,0,0,3,1,1,0,0,0,1,50,53000.0,1,0,0,1082
31317,0,0,4,1,0,1,0,0,1,51,51000.0,1,0,0,1642
4360,5,5,5,1,1,1,1,0,0,56,85000.0,0,1,0,1381
27917,3,7,7,1,1,1,0,1,0,47,43000.0,0,1,0,1403
5487,3,7,7,1,1,1,0,1,0,50,71000.0,1,0,0,1629
17365,5,5,5,1,1,1,1,0,0,57,84000.0,0,1,0,1480
19603,3,7,7,1,1,1,0,1,0,24,46000.0,0,1,0,1772
6164,5,5,5,1,1,1,1,0,0,43,58000.0,0,1,0,1794
28610,2,10,7,1,0,1,0,1,0,43,38000.0,0,1,0,1597
18731,0,0,4,1,0,1,0,0,1,48,45000.0,0,1,0,1588
10772,2,10,7,1,0,1,0,1,0,69,79000.0,1,0,0,1432
7550,5,5,5,1,1,1,1,0,0,62,96000.0,0,1,0,1623
23218,5,5,7,1,0,1,1,0,0,85,47000.0,0,1,0,204
2660,10,10,7,1,1,0,1,0,0,21,42000.0,1,0,0,1631
5211,3,7,7,1,1,1,0,1,0,53,96000.0,1,0,0,1361
20864,3,7,7,1,1,1,0,1,0,36,56000.0,0,1,0,1613
27457,3,7,7,1,1,1,0,1,0,77,84000.0,0,1,0,912
38262,0,0,3,1,1,0,0,0,1,27,34000.0,0,1,0,1134
29268,10,10,7,1,1,0,1,0,0,50,43000.0,0,1,0,1783
18211,0,0,3,1,1,0,0,0,1,57,52000.0,0,1,0,1147
32872,2,10,7,1,0,1,0,1,0,65,36000.0,1,0,0,1631
14890,2,10,10,1,1,1,0,1,0,24,38000.0,0,1,0,1779
31757,0,0,3,1,1,0,0,0,1,85,81000.0,0,1,0,1179
9101,10,10,5,1,1,1,1,0,0,81,93000.0,0,1,0,1739
1345,5,5,5,1,1,1,1,0,0,47,65000.0,0,1,0,1035
35646,5,5,7,1,0,1,1,0,0,47,32000.0,0,1,0,1479
10871,2,10,10,1,1,1,0,1,0,47,33000.0,1,0,0,1184
19028,10,10,7,1,1,0,1,0,0,72,57000.0,1,0,0,271
44817,0,0,4,1,0,1,0,0,1,32,46000.0,0,1,0,1174
25578,10,10,7,1,1,0,1,0,0,68,57000.0,1,0,0,1744
6756,0,0,3,1,1,0,0,0,1,54,42000.0,0,1,0,1639
32241,10,10,7,1,1,0,1,0,0,73,49000.0,1,0,0,1611
38426,0,0,4,1,0,1,0,0,1,65,38000.0,0,1,0,1707
16510,10,10,7,1,1,0,1,0,0,70,30000.0,0,1,0,525
1456,10,10,7,1,1,0,1,0,0,52,115000.0,1,0,0,969
40380,3,7,7,1,1,1,0,1,0,49,72000.0,0,1,0,1740
20029,5,5,7,1,0,1,1,0,0,58,81000.0,1,0,0,824
23368,5,5,7,1,0,1,1,0,0,55,75000.0,1,0,0,1541
12490,2,10,10,1,1,1,0,1,0,68,39000.0,0,1,0,1612
20569,10,10,7,1,1,0,1,0,0,57,99000.0,1,0,0,752
14481,10,10,5,1,1,1,1,0,0,63,33000.0,0,1,0,1636
7906,2,10,10,1,1,1,0,1,0,33,64000.0,0,1,0,1011
41647,5,5,5,1,1,1,1,0,0,62,85000.0,1,0,0,878
5676,5,5,5,1,1,1,1,0,0,74,104000.0,1,0,0,1293
12753,3,7,7,1,1,1,0,1,0,53,53000.0,1,0,0,1212
4526,5,20,10,0,0,1,0,1,0,80,73000.0,0,1,0,1598
924,2,10,7,1,0,1,0,1,0,72,106000.0,1,0,0,1566
7588,5,20,10,0,0,1,0,1,0,53,100000.0,1,0,0,866
21843,0,0,4,1,0,1,0,0,1,52,46000.0,1,0,0,1266
40423,0,0,3,1,1,0,0,0,1,28,46000.0,0,1,0,1612
17287,5,5,5,1,1,1,1,0,0,49,65000.0,0,1,0,1618
22108,10,10,7,1,1,0,1,0,0,71,105000.0,1,0,0,1402
19698,0,0,3,1,1,0,0,0,1,44,43000.0,0,1,0,1664
27011,5,20,10,0,0,1,0,1,0,59,85000.0,0,1,0,1030
20937,0,0,4,1,0,1,0,0,1,51,74000.0,1,0,0,1575
31697,5,20,10,0,0,1,0,1,0,42,30000.0,0,1,0,1812
31456,3,7,7,1,1,1,0,1,0,34,37000.0,0,1,0,1791
4999,10,10,7,1,1,0,1,0,0,65,52000.0,0,1,0,1509
35013,0,0,3,1,1,0,0,0,1,24,56000.0,1,0,0,1628
32970,2,10,7,1,0,1,0,1,0,72,73000.0,0,1,0,1193
22826,3,7,7,1,1,1,0,1,0,69,36000.0,1,0,0,973
44185,0,0,3,1,1,0,0,0,1,57,53000.0,0,1,0,1774
36901,10,10,5,1,1,1,1,0,0,80,34000.0,0,1,0,1321
8121,2,10,7,1,0,1,0,1,0,63,102000.0,1,0,0,1563
23188,2,10,10,1,1,1,0,1,0,27,40000.0,1,0,0,1429
15846,3,7,7,1,1,1,0,1,0,40,98000.0,1,0,0,1705
6715,3,7,7,1,1,1,0,1,0,73,37000.0,1,0,0,1645
8326,5,5,5,1,1,1,1,0,0,21,36000.0,1,0,0,543
2099,5,5,7,1,0,1,1,0,0,58,58000.0,1,0,0,959
29659,5,20,10,0,0,1,0,1,0,70,54000.0,0,1,0,1403
26220,2,10,7,1,0,1,0,1,0,52,81000.0,1,0,0,1096
5599,3,7,7,1,1,1,0,1,0,78,92000.0,1,0,0,876
30698,10,10,5,1,1,1,1,0,0,31,46000.0,0,1,0,1043
12194,10,10,7,1,1,0,1,0,0,70,51000.0,1,0,0,1139
29456,10,10,7,1,1,0,1,0,0,35,40000.0,0,1,0,1523
39942,5,20,10,0,0,1,0,1,0,72,57000.0,1,0,0,35
12793,5,20,10,0,0,1,0,1,0,70,62000.0,1,0,0,1588
16688,2,10,7,1,0,1,0,1,0,35,66000.0,1,0,0,1374
44367,0,0,4,1,0,1,0,0,1,59,48000.0,0,1,0,1396
17805,10,10,5,1,1,1,1,0,0,38,32000.0,0,1,0,1507
10107,0,0,4,1,0,1,0,0,1,40,33000.0,0,1,0,488
31730,5,5,7,1,0,1,1,0,0,89,107000.0,1,0,0,1512
29056,2,10,10,1,1,1,0,1,0,44,31000.0,0,1,0,1466
20417,10,10,7,1,1,0,1,0,0,73,69000.0,0,1,0,1371
12374,0,0,3,1,1,0,0,0,1,65,74000.0,0,1,0,1527
29412,0,0,4,1,0,1,0,0,1,66,80000.0,0,1,0,1115
8940,3,7,7,1,1,1,0,1,0,60,56000.0,0,1,0,1524
44421,2,10,7,1,0,1,0,1,0,45,66000.0,0,1,0,222
36569,5,20,10,0,0,1,0,1,0,53,66000.0,0,1,0,53
36887,5,20,10,0,0,1,0,1,0,49,74000.0,1,0,0,1089
15833,2,10,7,1,0,1,0,1,0,59,48000.0,0,1,0,1542
25128,5,20,10,0,0,1,0,1,0,59,71000.0,1,0,0,898
332,5,5,7,1,0,1,1,0,0,75,56000.0,1,0,0,1240
44883,5,5,7,1,0,1,1,0,0,57,65000.0,0,1,0,1710
6393,5,5,5,1,1,1,1,0,0,58,81000.0,0,1,0,1699
14580,5,5,7,1,0,1,1,0,0,48,57000.0,0,1,0,1220
36916,0,0,4,1,0,1,0,0,1,52,94000.0,0,1,0,766
19272,3,7,7,1,1,1,0,1,0,53,105000.0,0,1,0,1805
12884,5,5,5,1,1,1,1,0,0,81,74000.0,0,1,0,1675
6115,10,10,7,1,1,0,1,0,0,21,48000.0,0,1,0,979
19303,5,5,5,1,1,1,1,0,0,55,53000.0,1,0,0,256
