,Y
25383,0
20778,1
37566,0
28068,0
41519,1
25802,1
4364,0
7357,1
12011,0
75,1
23792,0
9161,0
36347,1
39098,0
16031,1
3760,0
37987,1
9201,1
42501,0
31690,0
36279,0
34096,1
21138,1
38279,1
24948,1
40412,0
25463,1
44213,0
25019,1
39221,1
16858,1
26124,1
23206,0
27906,0
3530,1
9842,0
40036,0
36983,0
35409,1
22324,1
14805,1
31317,0
4360,1
27917,1
5487,1
17365,0
19603,1
6164,0
28610,0
18731,0
10772,1
7550,1
23218,1
2660,0
5211,0
20864,1
27457,1
38262,0
29268,1
18211,1
32872,1
14890,1
31757,0
9101,0
1345,0
35646,0
10871,1
19028,0
44817,0
25578,1
6756,1
32241,1
38426,0
16510,0
1456,1
40380,0
20029,0
23368,1
12490,0
20569,1
14481,1
7906,1
41647,1
5676,0
12753,1
4526,0
924,1
7588,0
21843,0
40423,1
17287,1
22108,1
19698,1
27011,0
20937,1
31697,0
31456,0
4999,1
35013,0
32970,0
22826,1
44185,0
36901,1
8121,1
23188,1
15846,1
6715,1
8326,1
2099,0
29659,0
26220,0
5599,1
30698,0
12194,0
29456,1
39942,0
12793,0
16688,0
44367,0
17805,1
10107,1
31730,0
29056,1
20417,1
12374,0
29412,0
8940,0
44421,0
36569,0
36887,0
15833,0
25128,0
332,0
44883,0
6393,1
14580,1
36916,1
19272,1
12884,1
6115,0
19303,0
37112,1
32918,1
31798,0
11807,1
30182,0
5987,1
43607,0
18014,0
10357,0
40135,1
35909,1
8599,0
18260,1
40699,1
19796,0
34360,1
12493,1
43305,0
36162,1
15392,1
31322,1
21337,0
17078,0
3042,0
35098,1
12450,1
761,1
11924,1
31197,0
34335,0
37230,1
3094,1
10500,0
35832,0
24797,0
38521,1
27236,0
15908,1
21639,1
24829,1
8475,1
32624,0
9164,1
22476,0
11363,0
7412,1
9523,1
24770,1
21046,1
210,0
15526,1
21241,0
17767,0
14590,0
20340,1
15438,1
13129,1
31971,0
19565,0
6730,1
3053,0
37578,1
6254,1
40550,1
35610,1
22861,0
4316,0
11801,1
35649,0
22580,1
6797,1
15613,0
12228,0
29803,0
4454,1
33513,0
41017,0
36275,0
7681,1
18546,1
3683,1
14993,1
32368,1
20188,1
15350,0
29,1
30816,0
24411,0
31605,0
2896,1
30593,1
34140,1
25284,0
11235,1
2480,0
25363,1
12156,1
34108,0
13123,0
40511,0
41090,0
2858,1
16727,0
20210,1
24303,0
8753,1
16552,0
25173,0
28411,1
27189,1
33103,0
11218,1
10215,1
17827,1
21463,1
31543,1
13601,0
32897,0
15132,0
9858,1
4005,1
26594,0
29770,1
36475,0
17488,1
38267,1
15468,1
13244,0
11990,0
29298,0
28681,1
20851,1
27626,0
14870,0
41437,0
2794,0
6649,1
8078,1
41636,1
43394,0
23920,0
32385,0
44869,0
44033,0
17664,0
42901,0
16756,0
32183,0
16133,0
28866,0
9575,0
37074,0
27602,1
34440,1
40292,0
2848,1
29524,1
20820,0
21692,1
14710,0
13133,1
17071,1
44267,0
33035,1
660,1
13738,1
817,1
23673,0
5703,1
31458,0
4572,0
32939,0
11521,1
44472,0
8168,1
19774,0
18314,0
21978,1
36387,0
35864,1
2397,1
1437,0
25506,0
32557,1
17293,0
11054,1
4670,1
26617,0
25196,0
27308,1
7238,1
22648,1
16229,1
11658,0
21889,1
20649,0
21300,1
38690,1
10337,1
21964,0
7203,1
40057,1
9507,0
14342,0
3113,0
16656,1
18596,0
34728,0
1102,1
40581,1
706,1
18446,0
33907,1
5705,1
9631,1
1573,1
8734,1
24806,1
4300,0
14646,0
9213,1
3145,1
25912,0
26548,1
18631,0
22473,1
6955,0
14347,0
151,1
36861,0
4633,1
23829,1
35716,0
15466,0
26920,0
19334,0
17925,1
15847,0
1410,0
4074,0
38065,0
39246,0
11595,0
13524,1
20482,0
30196,0
29485,1
25744,1
13273,1
43584,0
29581,1
42259,0
16237,1
11337,1
10371,0
416,0
21513,1
30536,1
27221,1
5456,0
24778,0
25984,1
23857,0
2388,1
9103,0
9182,0
1360,1
44198,0
5364,1
35942,0
2148,1
10493,0
8460,0
26651,0
23725,0
15568,0
8218,0
41030,0
20815,1
26564,1
19383,0
14565,1
22427,0
4860,0
41297,1
17191,0
3239,1
24396,0
15886,1
6963,0
18175,1
31154,0
1716,1
27731,1
20326,1
4671,1
11827,1
13925,1
42104,0
23440,0
21714,0
1819,0
40606,1
24213,1
17360,0
26982,0
23866,1
23350,0
2942,0
40150,1
17092,1
12821,0
40979,0
7210,0
10850,0
23086,1
4849,0
26670,0
4059,1
31184,1
26748,0
21045,0
16192,1
19831,1
8197,0
14273,1
29040,0
24191,0
44016,0
694,1
2199,1
29866,1
23241,1
27536,1
1630,0
1729,1
3593,1
9762,0
17807,0
24645,1
9615,0
19606,1
35995,0
4311,0
18592,0
29283,0
93,1
12685,1
24310,1
29984,1
12542,1
12242,0
40304,1
5760,1
13684,0
13972,1
32364,0
20781,1
28958,0
26530,1
31638,1
7731,0
42402,0
127,1
22792,1
20487,1
20503,1
35834,1
39550,0
810,1
6740,1
11868,0
19711,0
35171,0
41547,1
18301,0
15543,0
27558,1
38645,1
9351,0
24407,1
7910,0
25380,1
44562,0
5468,1
14547,1
22380,1
12277,1
1871,0
25862,1
37858,0
5770,0
39332,1
3185,1
22753,1
36922,1
33423,0
32575,1
25270,0
7393,0
16646,0
26758,1
4064,1
39105,0
41252,0
30834,1
3883,1
43074,0
30868,0
1914,1
20354,0
40863,1
16029,1
31846,1
4995,1
38151,0
6960,1
44932,0
42119,0
44124,0
20577,0
6942,1
39048,1
13906,0
32626,0
40816,1
14956,1
39368,1
11918,0
6066,1
14438,0
44696,0
42559,0
39959,1
15136,1
23721,1
43945,0
27619,1
32519,0
25121,0
8150,1
9202,0
34733,1
2471,0
24374,1
5292,1
9431,0
35595,0
23248,0
4134,1
21524,0
37267,1
19788,1
36445,0
31938,1
3941,1
27088,1
24640,1
420,1
33742,0
37126,0
9656,0
29783,0
25557,1
26478,0
12634,0
42365,0
13054,0
16218,1
363,1
30569,0
27965,0
36113,1
19151,1
26165,0
18516,0
38298,1
32955,1
33935,1
3423,1
20223,0
35742,0
4918,0
6299,1
5643,0
3581,1
24817,0
11998,1
28072,0
11457,0
22462,0
16103,1
23924,0
6038,0
920,1
17437,0
6378,1
16328,1
37651,0
6374,1
4113,0
3896,0
37408,0
22723,0
44241,0
32510,0
10863,0
1052,1
25243,1
18044,0
6444,0
22875,0
7076,0
41103,1
25085,1
21242,1
24685,0
17041,1
1041,0
8449,0
16840,1
12489,1
5981,1
39720,0
17200,1
5373,0
18063,1
12850,0
31619,0
37162,0
3513,1
21185,1
5779,0
0,0
19681,1
14024,1
3669,0
4219,1
35475,0
34107,1
29962,0
25385,0
33384,1
35551,0
18996,0
41039,1
30397,1
29643,0
17799,1
23112,0
2149,1
8009,0
19076,0
14238,0
31139,1
39365,0
43161,0
308,1
35977,0
24230,0
40333,0
20914,0
25849,1
14168,1
6357,0
15459,1
32487,1
36375,0
1973,0
16537,0
39602,0
8565,0
37519,1
7718,1
32387,0
30262,0
44748,0
26191,1
37314,1
20459,0
27526,0
4982,0
9773,0
6128,1
29827,1
1338,1
40203,0
15854,0
31082,1
42132,0
25953,1
38108,0
16013,1
11313,1
34483,1
43452,0
39818,1
43199,0
40082,0
17141,0
9713,1
24871,0
9429,1
33438,0
27407,1
26116,1
11514,1
4212,1
25876,1
25389,0
2028,0
41737,1
33095,1
39494,1
22978,1
873,1
31130,1
33404,0
5100,1
29449,1
22557,0
17536,0
22954,0
40027,0
25921,1
37099,1
44735,0
11076,0
2403,0
4873,0
40317,0
11472,1
14487,1
19998,1
1840,0
27278,0
22577,0
3852,0
11934,1
21985,0
30082,0
11444,1
3165,1
10086,1
43863,0
22917,1
12751,1
7626,0
13117,1
36593,0
4652,1
23120,1
34441,0
35522,0
7023,0
24499,0
31583,1
20891,0
33172,0
19389,0
4453,1
18002,0
22433,1
10554,0
14948,0
41453,0
28690,0
37937,0
26309,0
12147,1
25689,0
17439,1
13132,0
4688,0
11775,1
28744,0
21810,0
28390,1
25090,0
23448,0
30204,1
26292,0
13316,0
3267,1
20082,0
12838,0
1946,1
22854,0
6547,0
1220,1
3002,1
19241,1
24235,0
7777,1
36305,0
41619,1
8304,0
19280,0
14492,1
2128,0
28723,1
15727,1
7273,0
15837,1
42749,0
35101,0
3033,0
28481,0
1062,1
39913,0
13390,1
14535,0
21196,1
15972,1
4575,0
19555,1
23644,0
20172,1
25214,1
41885,0
5052,1
23219,1
16482,1
18205,1
41111,0
26600,1
16300,0
5075,0
2502,1
34448,0
42769,0
25521,1
11293,0
33952,0
37068,0
33483,0
11645,1
44301,0
7407,1
6519,1
3911,1
44522,0
13955,0
41492,1
11687,1
40970,1
14241,0
42783,0
35181,1
40235,1
10664,0
7256,1
40137,1
44677,0
20073,1
28884,1
23051,1
25775,1
31173,1
42450,0
37458,0
37852,1
41382,0
11820,1
39035,1
23954,1
22983,0
41834,0
27717,0
27412,1
24484,0
20229,0
41142,1
5205,1
33945,1
16436,0
9517,1
14386,1
8571,0
23795,1
20256,0
32281,1
11040,1
30898,1
7383,0
22811,0
13905,0
24789,1
4533,1
24821,1
18472,1
30469,1
18607,1
33186,0
35090,1
9963,1
33223,0
29394,0
3339,1
16907,0
43548,0
38508,0
34976,0
14818,1
11757,1
21890,1
26093,0
36218,1
25139,0
40941,0
42997,0
15451,0
28361,1
9793,0
41310,0
8032,1
36796,0
39461,1
4496,0
23653,0
5964,1
10841,0
9078,0
18216,1
44460,0
6288,1
16108,0
4823,1
904,0
449,1
32402,1
3195,1
5144,1
10994,0
12422,0
13995,1
38162,0
31691,0
11965,0
34183,0
7116,1
22333,1
8014,0
24483,1
24288,0
5076,0
15793,0
40194,0
43316,0
28578,1
37017,0
7348,0
726,1
26333,1
30837,1
2447,1
10769,1
17822,0
41776,0
7960,0
21867,0
3818,0
28151,0
34387,0
40683,0
8374,0
24155,1
2291,1
5675,0
33631,0
26645,1
26540,1
21774,1
7722,1
10793,1
23984,1
31225,0
35113,1
29577,0
17869,1
4702,0
2882,1
26362,0
8080,1
27191,1
8517,1
33262,1
10026,0
42317,0
39160,1
32026,1
29369,1
34938,0
38144,1
41734,0
32403,1
15759,1
8412,0
31622,0
29858,1
32702,0
34021,1
36837,0
29131,1
15108,1
39826,1
12576,0
13518,0
37713,0
15673,0
1888,1
8431,1
733,1
44073,0
22439,1
6678,0
6123,1
24041,1
424,1
9317,1
33014,1
24148,1
25667,1
11524,1
21501,1
25361,1
12540,1
9569,1
3971,0
23903,1
36391,1
37727,1
1157,0
39222,1
4948,1
35656,1
11824,1
22768,0
19823,1
35945,1
40199,1
8566,1
23752,0
10893,0
9596,1
27055,1
30988,1
20470,1
15314,0
61,1
22411,1
37027,1
17289,1
26845,1
14604,1
13563,1
16577,0
9820,0
31745,1
16872,0
34427,1
6226,0
3562,0
28556,1
35976,1
34691,0
21315,0
19410,0
15752,0
25598,0
16637,1
41767,0
19490,0
16988,1
31784,1
28312,0
8650,1
38952,1
27680,1
29763,0
39231,1
42435,0
1036,0
9974,0
10967,0
10373,0
2400,1
37933,0
39918,0
27946,0
36215,1
34544,1
5808,0
28085,1
37423,1
8682,0
38507,0
36410,1
36513,0
11955,1
6293,0
25996,0
34063,0
45044,0
9931,1
15397,0
43304,0
40454,1
17088,0
1638,0
37745,0
38334,1
2348,0
39763,0
17826,0
862,1
22516,1
17123,1
2229,1
42509,0
38988,0
27794,0
14208,0
33990,0
44524,0
27702,1
35580,0
743,0
40084,1
38919,1
5644,0
24201,0
10226,1
26020,0
17633,1
14958,1
24696,1
1442,0
38280,1
42163,0
5430,1
34585,0
2401,1
27503,0
39369,1
11708,0
31717,1
7659,1
11760,0
939,1
37669,0
38586,0
36858,0
6803,0
14399,1
3608,0
23770,0
12550,0
34123,0
14951,0
2269,1
14116,0
5548,0
6218,1
20727,1
4569,0
11961,0
41208,0
21993,1
19162,1
1162,0
37179,1
1817,0
3867,1
36705,0
3757,0
26857,1
36383,0
32973,0
31750,1
34166,0
7903,1
24545,1
12254,0
5756,1
8495,0
4303,1
27749,1
21232,1
5635,0
39525,0
2661,1
32910,0
22188,0
17357,1
31457,1
15236,1
37501,1
38765,0
30513,1
29940,0
37543,0
2521,0
34364,1
4511,0
35211,0
40069,1
20913,0
12227,1
11156,1
9388,0
38361,0
8771,1
7560,1
24494,1
417,1
34629,0
36125,0
44733,0
40370,0
40632,0
43725,0
13708,1
39280,1
40662,0
14877,1
37642,1
17190,1
38134,0
40856,1
15895,0
21286,0
41549,1
42721,0
42608,0
18340,0
30683,1
32593,0
34902,1
36803,0
10082,1
11041,0
36178,1
17497,1
25782,1
3988,0
24228,1
26120,1
9508,0
2961,0
31420,0
8976,1
13364,1
42213,0
17956,0
13690,1
9247,1
37222,1
38375,0
38209,1
30165,1
34032,0
26585,1
40276,0
24866,1
37610,0
15591,0
16689,1
33462,0
16606,1
31212,0
29603,1
35174,1
35412,1
35907,0
28922,0
18627,0
43094,0
3538,1
13707,0
18222,0
21393,1
20740,0
25288,1
12539,0
10383,0
2436,1
11770,1
14687,1
36018,1
4176,1
30344,0
29420,0
14471,0
23513,1
24704,1
17517,0
39608,0
31668,1
37797,0
14552,0
44074,0
6537,0
3433,1
8539,0
37853,0
1496,1
40657,1
1274,1
21547,0
14867,1
29177,1
7460,1
10479,1
17594,0
28018,1
18801,1
15267,1
16731,0
5549,1
3382,1
19457,1
27985,1
25080,0
35988,0
16450,0
26045,0
24156,1
20840,1
2977,1
40857,0
18645,0
3771,0
15225,1
21581,1
41349,0
28095,1
1103,0
25300,1
11317,1
40257,1
9822,1
11615,1
36250,0
44299,0
23038,0
41073,1
11966,1
28253,1
13740,1
30084,1
37690,0
36661,0
8883,1
42801,0
20448,0
3939,1
18155,1
23769,1
1242,0
12892,0
44471,0
41871,0
9510,1
15860,0
4041,0
4660,1
8858,1
21002,1
37976,0
19029,0
7045,1
31970,0
36455,1
10365,1
19300,1
18614,1
26807,1
3702,0
2383,0
25505,1
21387,1
33153,1
26772,1
12658,0
27848,1
10855,1
9269,1
30408,0
11284,0
38859,1
19021,1
812,1
24537,1
16912,1
13012,0
31237,0
43508,0
43327,0
31794,0
40648,1
29534,1
8315,0
37258,1
35978,1
16818,1
34173,1
37051,1
37793,1
37365,1
4954,1
3168,0
9875,1
23541,0
9275,0
35869,1
3151,1
38999,1
19144,0
39881,0
6657,0
30265,0
8450,0
14068,1
20337,0
17675,1
18431,0
2498,1
405,0
33809,0
33246,1
25691,0
17558,1
27840,1
10557,0
7991,1
27215,0
28056,1
12384,0
23385,0
3662,1
36631,1
4058,1
902,0
43562,0
4796,0
11145,1
18404,0
19447,0
9895,0
20934,0
22334,0
3442,0
13127,1
2062,0
35521,0
251,1
25338,0
3189,1
16904,0
10459,1
5011,0
3261,1
5848,1
22066,0
5024,0
13739,1
22192,0
15208,1
4975,1
19347,0
18220,0
25181,1
23901,1
23525,1
14904,0
1554,1
36384,0
17724,0
34210,0
22442,1
26185,0
39868,1
11365,1
10775,0
328,1
27164,1
44918,0
29634,1
18839,1
7838,1
25349,0
34199,1
30809,0
17450,0
19744,0
11255,1
6171,1
38777,0
29956,0
20299,0
33786,1
3504,0
25046,1
7563,0
32109,1
37991,0
25786,0
20550,0
22584,1
41618,0
29557,0
39196,0
43011,0
32223,1
21550,1
39185,1
25965,0
35202,0
30003,1
37474,1
4413,0
11456,0
17451,0
13377,1
30251,0
15710,1
32371,1
17250,1
17742,1
39802,0
26032,1
26578,1
11536,1
37532,1
2138,0
42030,0
32566,0
29099,1
2422,1
40733,0
26890,0
35329,1
41753,0
42715,0
35196,1
36334,0
34339,1
32940,1
1407,1
39648,1
25036,1
1168,1
17959,1
12081,1
12436,1
44997,0
39792,0
2635,1
551,1
241,1
23897,1
45029,0
22400,1
6369,0
2098,0
27627,0
15283,1
16763,0
17201,0
37322,0
6744,1
36641,1
7714,0
18134,1
35270,1
25495,1
19435,1
39066,1
11894,1
30833,0
20359,1
31301,0
2532,1
351,1
6742,0
22107,1
26721,0
30704,1
42560,0
13385,1
3987,1
41672,1
9641,1
13030,0
31289,0
28423,0
40351,1
44117,0
43956,0
31827,1
12780,0
921,0
40917,0
33132,1
20453,1
34198,0
13582,0
39750,1
43670,0
6452,0
32549,0
25540,1
4240,0
7025,0
25475,1
3312,1
9060,1
35984,1
3372,1
14112,1
4281,1
315,1
35497,0
43506,0
34269,1
36696,0
41223,1
43296,0
27615,0
24338,1
26007,1
18523,0
17251,1
28295,0
33484,0
31122,1
5006,0
17736,1
41506,1
24692,0
15273,1
15421,0
25147,0
34850,1
24647,1
29245,1
25165,0
18057,0
109,0
29664,0
35491,1
14406,1
17483,1
19567,0
7225,1
15666,1
34672,0
37753,1
25416,1
39902,1
1144,0
10329,1
31616,0
23150,0
880,0
33531,1
3482,0
32081,1
11335,0
11787,0
9570,1
17404,1
3059,1
18808,1
31043,1
31738,1
31144,0
38480,1
34543,1
22094,1
40398,1
38501,1
10825,0
7438,0
37053,0
36092,1
21009,1
36228,1
28234,1
6463,1
3101,0
35258,1
32377,0
32841,0
40435,1
20829,1
2640,1
44505,0
43686,0
30127,0
4936,1
25303,1
14388,0
7517,0
26434,0
40760,1
37710,0
30789,0
42137,0
38454,1
10974,0
24928,1
582,0
24368,0
17457,0
10039,0
10170,1
22521,0
39815,0
24193,0
23976,1
7921,1
5804,1
42122,0
34434,1
11722,1
26047,1
40704,0
41377,0
3985,1
30972,0
18975,0
18500,1
13827,0
23470,1
23146,0
36905,0
42417,0
29305,0
38471,0
41526,1
6317,1
4667,0
42921,0
29742,1
22681,0
23382,0
38241,1
12874,1
20904,1
28701,1
31553,0
21632,1
30328,1
15664,1
33292,0
19943,1
33242,1
19806,1
8513,1
12245,1
8395,0
30332,1
21231,0
11400,0
1992,0
36057,0
15994,0
8586,1
6304,0
22222,0
35053,1
5494,1
25827,1
45046,0
40930,0
2295,1
36132,0
17889,0
4241,0
14226,0
5977,1
31019,0
35457,0
23923,1
35200,0
17066,1
18957,1
18095,1
6364,0
7235,0
40913,1
12488,0
31067,1
4008,0
27057,1
36817,0
14109,1
22067,0
1783,0
6836,1
291,1
44249,0
19439,1
44946,0
13345,0
14485,1
35089,0
36889,1
11817,1
20279,1
11639,1
36787,0
17643,0
38831,0
5251,1
6143,0
12632,0
12049,1
41551,0
9935,0
2997,1
23836,0
15429,1
32087,1
11412,0
29582,1
809,1
7372,1
28874,1
44395,0
20930,0
21907,1
22095,1
21909,1
4893,1
37197,1
7919,0
12026,1
9469,1
35846,0
34608,0
6002,1
5285,0
4505,1
13814,1
28076,1
28529,0
30187,0
23432,1
34410,1
36360,0
31957,0
9276,1
10675,0
11666,1
4760,0
31113,1
11685,1
16265,1
24811,0
27458,1
21640,0
20075,0
31156,0
24020,0
22510,1
5577,0
16370,0
12738,1
1300,1
20185,1
15506,1
6458,0
40605,1
27386,0
5438,1
35154,1
14405,0
27340,1
11169,0
9766,0
7097,0
34466,0
21796,1
40798,0
32726,1
2470,0
14731,0
31907,1
43808,0
39719,0
16296,0
13634,0
8148,1
26533,1
10370,0
15763,1
35323,0
16518,1
9243,0
9690,1
20950,0
21492,1
18458,1
8205,0
35540,1
33505,0
3918,1
42691,0
20389,0
23391,1
9059,1
14285,0
24281,1
33367,1
12435,1
21606,0
41346,0
22092,1
7303,0
29302,1
44731,0
4297,0
13748,1
16782,1
33581,0
14679,0
27564,1
41589,1
1113,1
24054,1
26735,0
10742,0
25906,0
23073,1
35624,0
10576,0
23389,1
30146,0
24462,1
38266,1
19871,1
7766,1
20698,1
5677,0
41374,1
16365,0
8504,0
7369,1
33326,1
15370,0
29637,1
21321,1
30890,0
3209,0
31495,0
29661,0
6409,1
35898,0
27825,1
27235,0
34804,0
20721,0
828,1
24351,1
30423,1
18067,0
39612,1
4644,1
37942,0
940,0
9981,1
40576,0
27761,1
13929,0
35837,1
12964,1
1184,1
9854,1
35653,0
25577,0
9266,0
18250,1
20976,0
3009,0
3304,0
22170,1
17765,0
10528,0
38526,1
15474,0
2474,1
38450,0
35182,0
9821,1
31861,0
22693,1
26649,0
18442,1
32742,0
1104,1
41317,1
34043,0
34265,1
19133,0
17326,1
29848,1
15419,1
31741,0
8165,0
34159,1
15196,0
11011,1
38618,0
40162,1
32925,1
19275,1
22495,0
11250,0
28069,1
12210,0
18703,1
30949,1
530,0
41380,1
33090,1
25702,0
31338,1
41677,0
24699,0
12818,1
12894,1
30607,1
40186,1
29067,0
27258,0
24813,0
580,1
20191,0
7244,1
9341,1
10972,0
44370,0
16583,0
18368,1
33389,0
20683,0
13934,0
35392,0
13324,0
28670,0
5020,1
21036,1
5561,0
27408,1
21273,1
22843,0
12205,0
23598,1
25587,1
8909,1
38431,1
13493,0
22181,1
42870,0
32755,1
22877,1
18325,1
23192,1
2489,1
24371,0
35908,1
24034,1
4312,1
28845,0
33188,0
10090,0
23633,1
30006,0
28495,1
20530,1
37362,1
38408,1
30126,0
28635,1
22871,0
18016,0
22422,1
21926,1
7742,1
19491,0
34662,1
31878,1
19874,1
16329,1
9606,0
17106,1
3204,1
41403,1
34494,1
25344,1
32568,1
34125,0
21614,1
39088,1
20071,1
18171,0
14525,0
28619,1
32901,0
31162,0
24414,1
17321,1
26696,1
18527,1
14844,1
41687,0
8230,0
7864,1
7645,1
29514,1
42855,0
39321,1
30744,1
20234,0
16938,1
8470,1
28296,1
14888,1
39971,0
22339,1
11898,1
23927,0
16969,0
4078,0
21014,1
15185,0
34930,1
7552,1
9087,0
16926,1
35371,0
43557,0
13976,1
40469,0
23503,0
26403,0
32933,0
34860,0
24978,1
19579,0
30198,1
8453,1
24221,1
16683,0
17277,0
30347,0
4620,1
18555,0
30874,1
16155,0
27856,0
500,0
2833,0
34320,1
17544,1
8007,0
27902,1
26523,0
7968,1
38116,1
30250,1
36700,0
19401,0
27659,1
6275,1
23928,1
3820,0
32711,1
21769,0
40051,0
32803,1
43427,0
13497,1
21504,1
35243,1
33571,0
36737,0
23176,0
2412,1
26174,1
34006,1
6840,0
24307,1
26319,0
26607,1
40488,1
18857,0
11042,0
27139,0
6702,1
8477,1
39753,0
24490,0
5380,1
260,0
25582,0
1310,0
42913,0
36196,0
34815,1
31599,1
41560,1
35052,0
33758,1
33761,0
24153,1
3322,0
21895,0
19719,0
1318,0
18420,1
13116,1
39155,0
28425,1
5346,0
41378,0
2111,1
2391,1
31055,0
21456,1
43286,0
40749,0
41697,0
23212,1
29063,0
33026,1
428,0
11608,0
29930,0
699,1
4269,1
5560,0
20220,1
35088,1
33210,0
22231,0
19702,1
3355,0
27317,1
11153,0
16695,1
44393,0
12531,1
35,1
42210,0
9189,0
6078,0
9897,1
39305,1
27293,0
37303,1
23531,1
32707,0
14462,1
36824,1
36728,1
39960,1
12688,0
24259,1
35041,1
31193,0
13042,0
28169,0
44590,0
20150,1
23380,0
28443,1
7570,0
3070,0
11123,1
4614,0
40321,0
31694,1
11411,0
4642,0
37939,0
6010,1
3361,0
31935,1
7060,1
11563,1
25999,0
11186,0
8228,1
20043,1
39591,0
2777,0
33042,1
2724,1
3422,0
35710,1
986,0
22887,1
26413,0
24730,1
22941,1
25841,0
40065,1
1371,1
35901,0
32675,1
29583,0
30710,0
32283,0
30617,0
31320,0
36129,1
28307,0
25438,0
44716,0
33750,1
6736,0
22683,0
843,1
36978,1
4597,1
37171,1
8657,0
18760,1
19444,1
30715,1
5700,0
17648,1
39949,0
20686,1
9127,0
13494,1
17635,1
33471,0
5164,0
2121,0
41643,1
36510,1
1498,0
42010,0
24511,0
26459,1
17590,1
29844,1
8018,0
28190,0
20835,1
9346,0
24944,1
35398,1
15979,1
18630,0
19838,0
35017,1
26534,0
26697,1
40775,0
43089,0
39538,0
4214,0
572,1
39784,0
22173,1
261,1
24834,1
33690,1
5136,1
42055,0
43620,0
19166,0
5680,0
1885,0
38433,0
33010,0
21285,1
23620,1
20524,0
29786,1
34369,1
385,0
6213,1
35454,1
10907,1
44233,0
8349,1
14142,1
14997,0
29666,1
27777,1
19033,1
35014,1
12415,1
20596,0
17126,0
34496,0
25398,0
21498,0
30230,0
32684,1
21786,1
43966,0
8317,1
33388,0
7455,1
9068,1
2406,0
21776,1
30737,1
22103,1
10603,0
39900,0
39142,1
18928,1
42935,0
21028,1
34928,0
17738,1
25188,0
41159,1
2232,1
41251,0
5067,0
16115,0
41985,0
20889,0
2806,1
21023,0
35214,0
6045,1
32441,0
7996,1
20199,1
13525,1
3019,1
24256,1
36689,0
16523,0
24061,1
15811,0
18217,1
173,1
37401,1
29080,0
39762,0
2872,0
29352,0
26536,1
35752,1
8281,1
18433,1
5641,1
7314,1
25981,1
29111,1
21850,1
38293,1
40143,0
1695,1
8977,1
11168,0
28237,0
41384,0
3311,1
34363,0
13983,1
35993,1
35315,0
4179,1
36633,1
41350,1
14446,1
41354,1
31836,1
43703,0
20412,0
16459,0
36577,1
11288,1
38799,1
37363,0
19608,0
18438,0
38813,0
3626,1
9490,1
12078,1
12042,0
17586,1
23529,1
34396,1
38661,0
29591,1
16990,1
15707,1
2884,1
35442,1
2883,0
26716,0
4414,0
613,1
6437,0
12919,0
12705,1
35943,0
41616,0
22685,0
38307,0
26797,0
37912,0
28735,0
30415,1
14843,0
30377,0
27816,0
36234,1
23850,1
33925,0
14425,0
3983,0
39025,0
28878,1
10457,0
37320,1
21927,0
19982,1
39005,1
1514,0
7981,1
20494,1
9390,1
5694,1
5948,0
18890,0
21619,1
44230,0
4081,0
24004,0
9989,0
17474,0
8359,0
38284,0
18942,0
27623,0
5098,0
18080,0
17922,0
5506,0
40460,0
1821,0
17427,0
34549,1
20274,0
30611,1
25735,0
14820,0
35363,1
13522,0
17986,0
25787,1
23879,0
3893,1
22049,1
17627,1
5168,0
31234,0
10857,1
28523,0
21366,1
35259,0
37428,0
18938,1
22641,1
17166,1
9683,1
21391,0
20697,1
1393,1
24711,0
32293,1
36717,1
17026,0
1737,0
13239,1
7592,0
38532,1
41824,0
15309,0
40361,1
28119,1
38185,1
6884,1
19218,1
42725,0
11160,0
40833,0
18874,0
30713,0
23650,1
30053,1
31850,0
245,1
38569,1
8229,1
41527,1
26231,1
39977,1
44679,0
43077,0
38358,1
2398,1
33403,1
4691,1
7624,1
22751,0
18678,0
33732,0
4840,1
28544,0
32642,1
35295,0
4199,1
40352,0
32771,1
14508,1
1681,1
7767,0
20893,1
24741,1
13422,1
14546,1
37496,1
6559,1
21921,0
1200,1
2824,0
13994,1
2749,0
33760,0
40400,1
16428,1
40703,1
25152,1
5575,1
33676,1
39967,1
7422,1
8001,1
3155,1
21371,1
42879,0
15439,0
8907,0
33055,1
23462,0
34729,0
34160,1
22143,1
6382,0
13599,0
28908,0
32766,1
30295,0
9376,1
30997,1
37211,1
21962,0
17847,0
20943,1
25844,1
31464,1
31181,1
36413,1
24909,0
34227,1
38506,0
24903,1
20010,0
9934,0
12071,0
33810,1
14933,0
40518,1
26419,0
387,1
3560,1
33512,1
40323,1
39432,0
34201,0
36526,1
43158,0
12716,0
28575,0
34499,0
43640,0
14150,0
28963,1
6754,0
20850,0
35924,1
44779,0
29393,0
12600,0
41318,1
37657,1
24888,1
3735,0
38964,0
33759,1
7859,1
15870,1
5584,1
16655,1
4788,1
32894,0
27846,0
39463,1
44411,0
2756,0
42819,0
37472,0
44485,0
11136,1
16781,0
5084,1
2695,1
1806,1
3667,1
919,0
23944,0
38187,0
19140,1
3566,1
16017,1
21938,0
36629,0
39813,1
14244,1
13454,1
30799,0
21000,0
1235,1
44204,0
41986,0
31783,1
31630,1
44940,0
6548,1
42166,0
30105,0
31341,0
186,0
43458,0
34704,1
24138,0
42992,0
44477,0
30866,1
38563,1
35416,0
26954,1
6577,0
22763,0
