,reward,difficulty,duration,mobile,social,web,bogo,discount,informational,age,income,F,M,O,days_since_member,Y
27269,5,5,5,1,1,1,1,0,0,70,117000.0,1,0,0,1208,1
27270,2,10,7,1,0,1,0,1,0,70,117000.0,1,0,0,1208,0
27271,10,10,5,1,1,1,1,0,0,52,53000.0,0,1,0,1543,0
27272,2,10,7,1,0,1,0,1,0,52,53000.0,0,1,0,1543,0
27273,10,10,7,1,1,0,1,0,0,19,30000.0,0,1,0,1178,0
27274,5,5,7,1,0,1,1,0,0,19,30000.0,0,1,0,1178,0
27275,2,10,10,1,1,1,0,1,0,19,30000.0,0,1,0,1178,0
27276,2,10,7,1,0,1,0,1,0,19,30000.0,0,1,0,1178,0
27277,10,10,7,1,1,0,1,0,0,77,71000.0,1,0,0,1290,0
27278,5,5,7,1,0,1,1,0,0,77,71000.0,1,0,0,1290,0
27279,5,5,5,1,1,1,1,0,0,77,71000.0,1,0,0,1290,1
27280,2,10,7,1,0,1,0,1,0,77,71000.0,1,0,0,1290,0
27281,5,20,10,0,0,1,0,1,0,58,36000.0,0,1,0,1645,0
27282,5,5,5,1,1,1,1,0,0,58,36000.0,0,1,0,1645,0
27283,10,10,7,1,1,0,1,0,0,65,87000.0,1,0,0,936,0
27284,0,0,4,1,0,1,0,0,1,65,87000.0,1,0,0,936,0
27285,5,5,5,1,1,1,1,0,0,65,87000.0,1,0,0,936,0
27286,10,10,5,1,1,1,1,0,0,75,110000.0,0,1,0,1263,0
27287,5,5,7,1,0,1,1,0,0,75,110000.0,0,1,0,1263,0
27288,2,10,10,1,1,1,0,1,0,75,110000.0,0,1,0,1263,0
27289,2,10,7,1,0,1,0,1,0,75,110000.0,0,1,0,1263,0
27290,10,10,7,1,1,0,1,0,0,36,58000.0,1,0,0,1636,1
27291,0,0,4,1,0,1,0,0,1,36,58000.0,1,0,0,1636,0
27292,5,5,7,1,0,1,1,0,0,36,58000.0,1,0,0,1636,0
27293,3,7,7,1,1,1,0,1,0,36,58000.0,1,0,0,1636,0
27294,2,10,7,1,0,1,0,1,0,36,58000.0,1,0,0,1636,1
27295,5,5,7,1,0,1,1,0,0,55,78000.0,1,0,0,1055,0
27296,5,20,10,0,0,1,0,1,0,55,78000.0,1,0,0,1055,0
27297,2,10,10,1,1,1,0,1,0,55,78000.0,1,0,0,1055,0
27298,0,0,3,1,1,0,0,0,1,55,78000.0,1,0,0,1055,0
27299,10,10,7,1,1,0,1,0,0,61,52000.0,0,1,0,1341,0
27300,10,10,5,1,1,1,1,0,0,61,52000.0,0,1,0,1341,1
27301,5,5,7,1,0,1,1,0,0,61,52000.0,0,1,0,1341,0
27302,10,10,5,1,1,1,1,0,0,51,84000.0,1,0,0,1239,0
27303,5,5,7,1,0,1,1,0,0,51,84000.0,1,0,0,1239,0
27304,5,20,10,0,0,1,0,1,0,51,84000.0,1,0,0,1239,0
27305,5,5,5,1,1,1,1,0,0,51,84000.0,1,0,0,1239,0
27306,5,5,5,1,1,1,1,0,0,47,72000.0,0,1,0,387,0
27307,2,10,7,1,0,1,0,1,0,47,72000.0,0,1,0,387,0
27308,10,10,7,1,1,0,1,0,0,57,106000.0,0,1,0,809,1
27309,5,20,10,0,0,1,0,1,0,57,106000.0,0,1,0,809,0
27310,5,5,5,1,1,1,1,0,0,57,106000.0,0,1,0,809,0
27311,10,10,7,1,1,0,1,0,0,54,80000.0,0,1,0,1000,0
27312,2,10,10,1,1,1,0,1,0,54,80000.0,0,1,0,1000,0
27313,0,0,3,1,1,0,0,0,1,54,80000.0,0,1,0,1000,0
27314,10,10,7,1,1,0,1,0,0,34,48000.0,0,1,0,1676,1
27315,5,5,7,1,0,1,1,0,0,34,48000.0,0,1,0,1676,0
27316,2,10,10,1,1,1,0,1,0,34,48000.0,0,1,0,1676,0
27317,0,0,3,1,1,0,0,0,1,34,48000.0,0,1,0,1676,1
27318,2,10,7,1,0,1,0,1,0,34,48000.0,0,1,0,1676,1
27319,5,5,7,1,0,1,1,0,0,92,65000.0,1,0,0,957,1
27320,2,10,10,1,1,1,0,1,0,92,65000.0,1,0,0,957,1
27321,0,0,3,1,1,0,0,0,1,92,65000.0,1,0,0,957,0
27322,5,20,10,0,0,1,0,1,0,53,61000.0,0,1,0,1550,0
27323,3,7,7,1,1,1,0,1,0,53,61000.0,0,1,0,1550,0
27324,2,10,7,1,0,1,0,1,0,53,61000.0,0,1,0,1550,0
27325,10,10,7,1,1,0,1,0,0,82,78000.0,0,1,0,807,0
27326,10,10,5,1,1,1,1,0,0,82,78000.0,0,1,0,807,0
27327,5,5,7,1,0,1,1,0,0,82,78000.0,0,1,0,807,0
27328,5,20,10,0,0,1,0,1,0,82,78000.0,0,1,0,807,0
27329,2,10,7,1,0,1,0,1,0,82,78000.0,0,1,0,807,0
27330,5,20,10,0,0,1,0,1,0,69,80000.0,0,1,0,1638,1
27331,0,0,3,1,1,0,0,0,1,69,80000.0,0,1,0,1638,1
27332,10,10,5,1,1,1,1,0,0,48,76000.0,1,0,0,1618,0
27333,2,10,10,1,1,1,0,1,0,48,76000.0,1,0,0,1618,0
27334,5,5,7,1,0,1,1,0,0,56,110000.0,1,0,0,1518,0
27335,5,20,10,0,0,1,0,1,0,56,110000.0,1,0,0,1518,0
27336,3,7,7,1,1,1,0,1,0,56,110000.0,1,0,0,1518,0
27337,10,10,7,1,1,0,1,0,0,38,92000.0,0,1,0,1736,1
27338,5,5,7,1,0,1,1,0,0,38,92000.0,0,1,0,1736,0
27339,3,7,7,1,1,1,0,1,0,38,92000.0,0,1,0,1736,0
27340,2,10,10,1,1,1,0,1,0,38,92000.0,0,1,0,1736,1
27341,5,5,5,1,1,1,1,0,0,38,92000.0,0,1,0,1736,0
27342,10,10,5,1,1,1,1,0,0,18,72000.0,0,1,0,1474,0
27343,0,0,4,1,0,1,0,0,1,18,72000.0,0,1,0,1474,0
27344,5,20,10,0,0,1,0,1,0,18,72000.0,0,1,0,1474,0
27345,2,10,10,1,1,1,0,1,0,18,72000.0,0,1,0,1474,1
27346,5,5,7,1,0,1,1,0,0,35,42000.0,0,1,0,1500,0
27347,0,0,3,1,1,0,0,0,1,35,42000.0,0,1,0,1500,0
27348,0,0,4,1,0,1,0,0,1,82,96000.0,0,1,0,1662,0
27349,5,20,10,0,0,1,0,1,0,82,96000.0,0,1,0,1662,0
27350,3,7,7,1,1,1,0,1,0,82,96000.0,0,1,0,1662,0
27351,5,5,5,1,1,1,1,0,0,82,96000.0,0,1,0,1662,1
27352,5,5,5,1,1,1,1,0,0,59,103000.0,0,1,0,1508,0
27353,2,10,7,1,0,1,0,1,0,59,103000.0,0,1,0,1508,0
27354,5,5,7,1,0,1,1,0,0,60,50000.0,0,1,0,1483,0
27355,3,7,7,1,1,1,0,1,0,60,50000.0,0,1,0,1483,1
27356,2,10,10,1,1,1,0,1,0,60,50000.0,0,1,0,1483,0
27357,0,0,3,1,1,0,0,0,1,60,50000.0,0,1,0,1483,0
27358,2,10,7,1,0,1,0,1,0,60,50000.0,0,1,0,1483,0
27359,0,0,4,1,0,1,0,0,1,57,76000.0,0,1,0,980,0
27360,5,5,7,1,0,1,1,0,0,57,76000.0,0,1,0,980,0
27361,5,20,10,0,0,1,0,1,0,57,76000.0,0,1,0,980,0
27362,0,0,3,1,1,0,0,0,1,57,76000.0,0,1,0,980,0
27363,2,10,7,1,0,1,0,1,0,57,76000.0,0,1,0,980,0
27364,10,10,5,1,1,1,1,0,0,61,58000.0,1,0,0,1085,0
27365,2,10,10,1,1,1,0,1,0,61,58000.0,1,0,0,1085,0
27366,0,0,3,1,1,0,0,0,1,61,58000.0,1,0,0,1085,1
27367,5,5,5,1,1,1,1,0,0,61,58000.0,1,0,0,1085,1
27368,2,10,7,1,0,1,0,1,0,61,58000.0,1,0,0,1085,0
27369,10,10,5,1,1,1,1,0,0,23,35000.0,0,1,0,1778,0
27370,5,5,7,1,0,1,1,0,0,23,35000.0,0,1,0,1778,1
27371,5,20,10,0,0,1,0,1,0,23,35000.0,0,1,0,1778,0
27372,0,0,3,1,1,0,0,0,1,23,35000.0,0,1,0,1778,1
27373,5,5,5,1,1,1,1,0,0,23,35000.0,0,1,0,1778,0
27374,2,10,7,1,0,1,0,1,0,23,35000.0,0,1,0,1778,1
27375,5,5,7,1,0,1,1,0,0,59,59000.0,0,1,0,1616,0
27376,3,7,7,1,1,1,0,1,0,59,59000.0,0,1,0,1616,0
27377,0,0,3,1,1,0,0,0,1,59,59000.0,0,1,0,1616,0
27378,5,5,5,1,1,1,1,0,0,59,59000.0,0,1,0,1616,0
27379,2,10,7,1,0,1,0,1,0,59,59000.0,0,1,0,1616,1
27380,5,5,7,1,0,1,1,0,0,56,34000.0,0,1,0,1673,1
27381,5,20,10,0,0,1,0,1,0,56,34000.0,0,1,0,1673,0
27382,10,10,7,1,1,0,1,0,0,54,55000.0,1,0,0,1472,0
27383,5,20,10,0,0,1,0,1,0,54,55000.0,1,0,0,1472,1
27384,2,10,10,1,1,1,0,1,0,54,55000.0,1,0,0,1472,0
27385,5,5,5,1,1,1,1,0,0,54,55000.0,1,0,0,1472,0
27386,2,10,7,1,0,1,0,1,0,54,55000.0,1,0,0,1472,0
27387,10,10,7,1,1,0,1,0,0,56,51000.0,0,1,0,1182,0
27388,5,5,7,1,0,1,1,0,0,56,51000.0,0,1,0,1182,1
27389,5,20,10,0,0,1,0,1,0,56,51000.0,0,1,0,1182,0
27390,3,7,7,1,1,1,0,1,0,56,51000.0,0,1,0,1182,0
27391,0,0,3,1,1,0,0,0,1,56,51000.0,0,1,0,1182,0
27392,2,10,7,1,0,1,0,1,0,56,51000.0,0,1,0,1182,0
27393,10,10,7,1,1,0,1,0,0,78,61000.0,0,1,0,961,0
27394,5,20,10,0,0,1,0,1,0,78,61000.0,0,1,0,961,0
27395,3,7,7,1,1,1,0,1,0,78,61000.0,0,1,0,961,0
27396,2,10,7,1,0,1,0,1,0,78,61000.0,0,1,0,961,0
27397,10,10,7,1,1,0,1,0,0,52,58000.0,1,0,0,395,0
27398,0,0,4,1,0,1,0,0,1,52,58000.0,1,0,0,395,0
27399,0,0,3,1,1,0,0,0,1,52,58000.0,1,0,0,395,0
27400,5,5,5,1,1,1,1,0,0,52,58000.0,1,0,0,395,0
27401,2,10,7,1,0,1,0,1,0,52,58000.0,1,0,0,395,0
27402,10,10,7,1,1,0,1,0,0,47,86000.0,0,1,0,1307,0
27403,0,0,4,1,0,1,0,0,1,47,86000.0,0,1,0,1307,0
27404,3,7,7,1,1,1,0,1,0,47,86000.0,0,1,0,1307,1
27405,2,10,10,1,1,1,0,1,0,47,86000.0,0,1,0,1307,1
27406,5,20,10,0,0,1,0,1,0,51,79000.0,1,0,0,1224,0
27407,3,7,7,1,1,1,0,1,0,89,82000.0,0,1,0,1785,1
27408,0,0,3,1,1,0,0,0,1,89,82000.0,0,1,0,1785,1
27409,2,10,7,1,0,1,0,1,0,89,82000.0,0,1,0,1785,0
27410,5,20,10,0,0,1,0,1,0,21,42000.0,0,1,0,1752,0
27411,3,7,7,1,1,1,0,1,0,21,42000.0,0,1,0,1752,0
27412,5,5,5,1,1,1,1,0,0,21,42000.0,0,1,0,1752,1
27413,5,5,7,1,0,1,1,0,0,34,31000.0,0,1,0,1623,0
27414,5,20,10,0,0,1,0,1,0,34,31000.0,0,1,0,1623,0
27415,2,10,7,1,0,1,0,1,0,34,31000.0,0,1,0,1623,0
27416,0,0,4,1,0,1,0,0,1,56,52000.0,1,0,0,1058,0
27417,5,5,5,1,1,1,1,0,0,56,52000.0,1,0,0,1058,0
27418,2,10,7,1,0,1,0,1,0,56,52000.0,1,0,0,1058,0
27419,0,0,4,1,0,1,0,0,1,42,68000.0,0,1,0,1595,0
27420,0,0,3,1,1,0,0,0,1,42,68000.0,0,1,0,1595,0
27421,10,10,7,1,1,0,1,0,0,25,31000.0,0,1,0,1745,1
27422,0,0,4,1,0,1,0,0,1,25,31000.0,0,1,0,1745,0
27423,5,5,7,1,0,1,1,0,0,25,31000.0,0,1,0,1745,0
27424,5,20,10,0,0,1,0,1,0,25,31000.0,0,1,0,1745,0
27425,2,10,7,1,0,1,0,1,0,25,31000.0,0,1,0,1745,0
27426,10,10,7,1,1,0,1,0,0,61,53000.0,0,1,0,1095,0
27427,10,10,5,1,1,1,1,0,0,61,53000.0,0,1,0,1095,0
27428,0,0,4,1,0,1,0,0,1,61,53000.0,0,1,0,1095,1
27429,5,5,7,1,0,1,1,0,0,61,53000.0,0,1,0,1095,0
27430,0,0,3,1,1,0,0,0,1,61,53000.0,0,1,0,1095,0
27431,2,10,7,1,0,1,0,1,0,61,53000.0,0,1,0,1095,0
27432,0,0,4,1,0,1,0,0,1,37,92000.0,1,0,0,1686,0
27433,5,20,10,0,0,1,0,1,0,37,92000.0,1,0,0,1686,0
27434,0,0,3,1,1,0,0,0,1,37,92000.0,1,0,0,1686,1
27435,5,5,5,1,1,1,1,0,0,40,35000.0,0,1,0,1727,0
27436,10,10,7,1,1,0,1,0,0,29,62000.0,1,0,0,1755,1
27437,5,5,7,1,0,1,1,0,0,29,62000.0,1,0,0,1755,1
27438,5,5,5,1,1,1,1,0,0,29,62000.0,1,0,0,1755,0
27439,10,10,5,1,1,1,1,0,0,51,32000.0,0,1,0,161,0
27440,0,0,3,1,1,0,0,0,1,51,32000.0,0,1,0,161,0
27441,3,7,7,1,1,1,0,1,0,95,64000.0,1,0,0,1507,1
27442,10,10,7,1,1,0,1,0,0,67,100000.0,1,0,0,1585,0
27443,5,5,7,1,0,1,1,0,0,67,100000.0,1,0,0,1585,0
27444,2,10,10,1,1,1,0,1,0,67,100000.0,1,0,0,1585,0
27445,2,10,7,1,0,1,0,1,0,67,100000.0,1,0,0,1585,0
27446,10,10,7,1,1,0,1,0,0,28,58000.0,0,1,0,1746,0
27447,10,10,5,1,1,1,1,0,0,28,58000.0,0,1,0,1746,1
27448,0,0,4,1,0,1,0,0,1,28,58000.0,0,1,0,1746,1
27449,2,10,10,1,1,1,0,1,0,28,58000.0,0,1,0,1746,1
27450,2,10,7,1,0,1,0,1,0,28,58000.0,0,1,0,1746,0
27451,3,7,7,1,1,1,0,1,0,78,82000.0,1,0,0,1608,0
27452,2,10,10,1,1,1,0,1,0,78,82000.0,1,0,0,1608,0
27453,0,0,3,1,1,0,0,0,1,78,82000.0,1,0,0,1608,0
27454,10,10,5,1,1,1,1,0,0,77,84000.0,0,1,0,912,0
27455,0,0,4,1,0,1,0,0,1,77,84000.0,0,1,0,912,0
27456,5,20,10,0,0,1,0,1,0,77,84000.0,0,1,0,912,0
27457,3,7,7,1,1,1,0,1,0,77,84000.0,0,1,0,912,1
27458,5,5,5,1,1,1,1,0,0,77,84000.0,0,1,0,912,1
27459,2,10,7,1,0,1,0,1,0,49,81000.0,1,0,0,1138,0
27460,0,0,4,1,0,1,0,0,1,73,33000.0,0,1,0,1548,0
27461,5,20,10,0,0,1,0,1,0,73,33000.0,0,1,0,1548,0
27462,10,10,7,1,1,0,1,0,0,40,99000.0,0,1,0,153,1
27463,10,10,5,1,1,1,1,0,0,40,99000.0,0,1,0,153,1
27464,5,20,10,0,0,1,0,1,0,40,99000.0,0,1,0,153,0
27465,3,7,7,1,1,1,0,1,0,40,99000.0,0,1,0,153,0
27466,0,0,4,1,0,1,0,0,1,64,56000.0,0,1,0,788,1
27467,2,10,10,1,1,1,0,1,0,64,56000.0,0,1,0,788,0
27468,5,5,5,1,1,1,1,0,0,64,56000.0,0,1,0,788,0
27469,0,0,4,1,0,1,0,0,1,76,78000.0,0,1,0,628,0
27470,5,5,7,1,0,1,1,0,0,76,78000.0,0,1,0,628,0
27471,5,20,10,0,0,1,0,1,0,76,78000.0,0,1,0,628,0
27472,2,10,10,1,1,1,0,1,0,76,78000.0,0,1,0,628,0
27473,10,10,7,1,1,0,1,0,0,55,40000.0,0,1,0,1014,0
27474,10,10,5,1,1,1,1,0,0,55,40000.0,0,1,0,1014,0
27475,3,7,7,1,1,1,0,1,0,55,40000.0,0,1,0,1014,0
27476,5,5,7,1,0,1,1,0,0,21,47000.0,1,0,0,1190,1
27477,5,20,10,0,0,1,0,1,0,21,47000.0,1,0,0,1190,0
27478,0,0,3,1,1,0,0,0,1,21,47000.0,1,0,0,1190,1
27479,5,5,5,1,1,1,1,0,0,21,47000.0,1,0,0,1190,0
27480,10,10,7,1,1,0,1,0,0,44,42000.0,0,1,0,1306,0
27481,5,5,5,1,1,1,1,0,0,44,42000.0,0,1,0,1306,0
27482,0,0,4,1,0,1,0,0,1,58,61000.0,1,0,0,1463,0
27483,2,10,10,1,1,1,0,1,0,58,61000.0,1,0,0,1463,0
27484,0,0,3,1,1,0,0,0,1,58,61000.0,1,0,0,1463,0
27485,2,10,7,1,0,1,0,1,0,58,61000.0,1,0,0,1463,0
27486,5,5,7,1,0,1,1,0,0,63,60000.0,1,0,0,1471,0
27487,3,7,7,1,1,1,0,1,0,63,60000.0,1,0,0,1471,0
27488,2,10,10,1,1,1,0,1,0,63,60000.0,1,0,0,1471,0
27489,10,10,5,1,1,1,1,0,0,56,97000.0,0,1,0,1515,1
27490,0,0,4,1,0,1,0,0,1,56,97000.0,0,1,0,1515,0
27491,5,5,7,1,0,1,1,0,0,56,97000.0,0,1,0,1515,0
27492,3,7,7,1,1,1,0,1,0,56,97000.0,0,1,0,1515,0
27493,10,10,7,1,1,0,1,0,0,52,32000.0,1,0,0,1098,0
27494,5,5,7,1,0,1,1,0,0,52,32000.0,1,0,0,1098,0
27495,2,10,10,1,1,1,0,1,0,52,32000.0,1,0,0,1098,0
27496,0,0,3,1,1,0,0,0,1,52,32000.0,1,0,0,1098,0
27497,2,10,7,1,0,1,0,1,0,52,32000.0,1,0,0,1098,0
27498,5,20,10,0,0,1,0,1,0,70,64000.0,1,0,0,433,0
27499,10,10,7,1,1,0,1,0,0,56,63000.0,0,1,0,1591,0
27500,5,20,10,0,0,1,0,1,0,56,63000.0,0,1,0,1591,0
27501,2,10,10,1,1,1,0,1,0,56,63000.0,0,1,0,1591,1
27502,10,10,5,1,1,1,1,0,0,52,73000.0,1,0,0,1537,0
27503,5,5,7,1,0,1,1,0,0,52,73000.0,1,0,0,1537,0
27504,0,0,3,1,1,0,0,0,1,52,73000.0,1,0,0,1537,0
27505,2,10,10,1,1,1,0,1,0,36,40000.0,0,1,0,1555,0
27506,0,0,3,1,1,0,0,0,1,36,40000.0,0,1,0,1555,0
27507,10,10,5,1,1,1,1,0,0,94,44000.0,1,0,0,1279,0
27508,0,0,4,1,0,1,0,0,1,94,44000.0,1,0,0,1279,0
27509,5,5,7,1,0,1,1,0,0,94,44000.0,1,0,0,1279,0
27510,5,20,10,0,0,1,0,1,0,94,44000.0,1,0,0,1279,1
27511,10,10,7,1,1,0,1,0,0,59,95000.0,0,1,0,1001,0
27512,2,10,10,1,1,1,0,1,0,59,95000.0,0,1,0,1001,1
27513,5,5,5,1,1,1,1,0,0,59,95000.0,0,1,0,1001,0
27514,0,0,3,1,1,0,0,0,1,54,48000.0,1,0,0,1550,1
27515,0,0,4,1,0,1,0,0,1,36,61000.0,1,0,0,1557,0
27516,3,7,7,1,1,1,0,1,0,36,61000.0,1,0,0,1557,0
27517,2,10,7,1,0,1,0,1,0,36,61000.0,1,0,0,1557,0
27518,10,10,5,1,1,1,1,0,0,77,77000.0,0,1,0,15,0
27519,5,5,7,1,0,1,1,0,0,77,77000.0,0,1,0,15,0
27520,3,7,7,1,1,1,0,1,0,77,77000.0,0,1,0,15,0
27521,0,0,3,1,1,0,0,0,1,77,77000.0,0,1,0,15,0
27522,0,0,4,1,0,1,0,0,1,45,52000.0,1,0,0,1469,0
27523,0,0,3,1,1,0,0,0,1,45,52000.0,1,0,0,1469,0
27524,2,10,7,1,0,1,0,1,0,45,52000.0,1,0,0,1469,0
27525,2,10,10,1,1,1,0,1,0,37,62000.0,1,0,0,537,0
27526,2,10,7,1,0,1,0,1,0,37,62000.0,1,0,0,537,0
27527,0,0,4,1,0,1,0,0,1,56,80000.0,0,1,0,1363,0
27528,5,20,10,0,0,1,0,1,0,56,80000.0,0,1,0,1363,0
27529,0,0,3,1,1,0,0,0,1,56,80000.0,0,1,0,1363,0
27530,2,10,7,1,0,1,0,1,0,56,80000.0,0,1,0,1363,1
27531,2,10,10,1,1,1,0,1,0,62,32000.0,0,1,0,1718,0
27532,5,5,5,1,1,1,1,0,0,62,32000.0,0,1,0,1718,0
27533,2,10,7,1,0,1,0,1,0,62,32000.0,0,1,0,1718,0
27534,5,5,7,1,0,1,1,0,0,44,83000.0,0,1,0,877,0
27535,3,7,7,1,1,1,0,1,0,54,61000.0,0,1,0,1337,0
27536,0,0,3,1,1,0,0,0,1,54,61000.0,0,1,0,1337,1
27537,2,10,7,1,0,1,0,1,0,54,61000.0,0,1,0,1337,0
27538,10,10,5,1,1,1,1,0,0,83,89000.0,1,0,0,1726,0
27539,5,20,10,0,0,1,0,1,0,83,89000.0,1,0,0,1726,1
27540,2,10,10,1,1,1,0,1,0,83,89000.0,1,0,0,1726,1
27541,10,10,5,1,1,1,1,0,0,73,116000.0,0,1,0,1543,1
27542,3,7,7,1,1,1,0,1,0,73,116000.0,0,1,0,1543,0
27543,2,10,7,1,0,1,0,1,0,73,116000.0,0,1,0,1543,0
27544,10,10,7,1,1,0,1,0,0,45,52000.0,1,0,0,1299,0
27545,0,0,4,1,0,1,0,0,1,45,52000.0,1,0,0,1299,0
27546,5,20,10,0,0,1,0,1,0,45,52000.0,1,0,0,1299,0
27547,2,10,7,1,0,1,0,1,0,45,52000.0,1,0,0,1299,0
27548,10,10,7,1,1,0,1,0,0,48,56000.0,0,1,0,1479,0
27549,0,0,3,1,1,0,0,0,1,48,56000.0,0,1,0,1479,1
27550,10,10,7,1,1,0,1,0,0,38,63000.0,0,1,0,1513,0
27551,10,10,5,1,1,1,1,0,0,38,63000.0,0,1,0,1513,0
27552,0,0,4,1,0,1,0,0,1,38,63000.0,0,1,0,1513,0
27553,3,7,7,1,1,1,0,1,0,38,63000.0,0,1,0,1513,0
27554,2,10,10,1,1,1,0,1,0,38,63000.0,0,1,0,1513,1
27555,0,0,3,1,1,0,0,0,1,38,63000.0,0,1,0,1513,0
27556,5,20,10,0,0,1,0,1,0,35,32000.0,0,1,0,983,0
27557,2,10,10,1,1,1,0,1,0,35,32000.0,0,1,0,983,0
27558,0,0,3,1,1,0,0,0,1,35,32000.0,0,1,0,983,1
27559,2,10,7,1,0,1,0,1,0,35,32000.0,0,1,0,983,0
27560,0,0,4,1,0,1,0,0,1,63,89000.0,0,1,0,1186,0
27561,5,5,7,1,0,1,1,0,0,63,89000.0,0,1,0,1186,0
27562,5,20,10,0,0,1,0,1,0,63,89000.0,0,1,0,1186,0
27563,3,7,7,1,1,1,0,1,0,63,89000.0,0,1,0,1186,1
27564,10,10,7,1,1,0,1,0,0,48,96000.0,0,1,0,1543,1
27565,5,5,7,1,0,1,1,0,0,48,96000.0,0,1,0,1543,0
27566,2,10,10,1,1,1,0,1,0,48,96000.0,0,1,0,1543,0
27567,5,5,5,1,1,1,1,0,0,48,96000.0,0,1,0,1543,0
27568,5,5,7,1,0,1,1,0,0,52,54000.0,0,1,0,754,0
27569,3,7,7,1,1,1,0,1,0,52,54000.0,0,1,0,754,0
27570,2,10,10,1,1,1,0,1,0,52,54000.0,0,1,0,754,1
27571,3,7,7,1,1,1,0,1,0,58,91000.0,1,0,0,1675,1
27572,5,5,5,1,1,1,1,0,0,58,91000.0,1,0,0,1675,0
27573,2,10,7,1,0,1,0,1,0,58,91000.0,1,0,0,1675,0
27574,10,10,7,1,1,0,1,0,0,50,37000.0,0,1,0,1676,1
27575,10,10,7,1,1,0,1,0,0,91,53000.0,1,0,0,1626,0
27576,5,20,10,0,0,1,0,1,0,91,53000.0,1,0,0,1626,0
27577,2,10,10,1,1,1,0,1,0,91,53000.0,1,0,0,1626,1
27578,3,7,7,1,1,1,0,1,0,63,34000.0,1,0,0,1471,0
27579,2,10,7,1,0,1,0,1,0,63,34000.0,1,0,0,1471,0
27580,10,10,7,1,1,0,1,0,0,28,48000.0,0,1,0,943,1
27581,0,0,4,1,0,1,0,0,1,28,48000.0,0,1,0,943,0
27582,3,7,7,1,1,1,0,1,0,28,48000.0,0,1,0,943,0
27583,0,0,3,1,1,0,0,0,1,28,48000.0,0,1,0,943,0
27584,10,10,7,1,1,0,1,0,0,76,66000.0,1,0,0,1363,0
27585,10,10,5,1,1,1,1,0,0,76,66000.0,1,0,0,1363,0
27586,0,0,3,1,1,0,0,0,1,76,66000.0,1,0,0,1363,0
27587,5,5,5,1,1,1,1,0,0,76,66000.0,1,0,0,1363,0
27588,2,10,7,1,0,1,0,1,0,76,66000.0,1,0,0,1363,0
27589,10,10,5,1,1,1,1,0,0,58,49000.0,0,1,0,943,1
27590,5,20,10,0,0,1,0,1,0,58,49000.0,0,1,0,943,0
27591,2,10,7,1,0,1,0,1,0,58,49000.0,0,1,0,943,0
27592,5,5,7,1,0,1,1,0,0,24,38000.0,1,0,0,1675,1
27593,5,20,10,0,0,1,0,1,0,24,38000.0,1,0,0,1675,0
27594,5,5,5,1,1,1,1,0,0,24,38000.0,1,0,0,1675,0
27595,2,10,7,1,0,1,0,1,0,24,38000.0,1,0,0,1675,0
27596,10,10,7,1,1,0,1,0,0,55,78000.0,0,1,0,1558,0
27597,2,10,10,1,1,1,0,1,0,55,78000.0,0,1,0,1558,0
27598,5,5,5,1,1,1,1,0,0,41,91000.0,1,0,0,1567,0
27599,2,10,7,1,0,1,0,1,0,41,91000.0,1,0,0,1567,0
27600,5,5,7,1,0,1,1,0,0,27,42000.0,0,1,0,155,0
27601,5,20,10,0,0,1,0,1,0,27,42000.0,0,1,0,155,0
27602,3,7,7,1,1,1,0,1,0,27,42000.0,0,1,0,155,1
27603,5,5,5,1,1,1,1,0,0,27,42000.0,0,1,0,155,0
27604,2,10,7,1,0,1,0,1,0,27,42000.0,0,1,0,155,0
27605,10,10,7,1,1,0,1,0,0,74,45000.0,1,0,0,1251,0
27606,0,0,4,1,0,1,0,0,1,74,45000.0,1,0,0,1251,0
27607,5,5,7,1,0,1,1,0,0,74,45000.0,1,0,0,1251,0
27608,3,7,7,1,1,1,0,1,0,74,45000.0,1,0,0,1251,0
27609,0,0,4,1,0,1,0,0,1,59,93000.0,0,1,0,1056,0
27610,5,5,5,1,1,1,1,0,0,59,93000.0,0,1,0,1056,0
27611,3,7,7,1,1,1,0,1,0,50,53000.0,0,1,0,985,1
27612,2,10,7,1,0,1,0,1,0,50,53000.0,0,1,0,985,0
27613,5,5,7,1,0,1,1,0,0,77,87000.0,1,0,0,898,0
27614,2,10,10,1,1,1,0,1,0,77,87000.0,1,0,0,898,0
27615,5,5,5,1,1,1,1,0,0,59,79000.0,0,1,0,1411,0
27616,10,10,5,1,1,1,1,0,0,31,33000.0,0,1,0,1558,1
27617,3,7,7,1,1,1,0,1,0,31,33000.0,0,1,0,1558,0
27618,2,10,10,1,1,1,0,1,0,31,33000.0,0,1,0,1558,0
27619,0,0,3,1,1,0,0,0,1,31,33000.0,0,1,0,1558,1
27620,2,10,7,1,0,1,0,1,0,31,33000.0,0,1,0,1558,0
27621,10,10,7,1,1,0,1,0,0,61,43000.0,0,1,0,1775,0
27622,5,20,10,0,0,1,0,1,0,61,43000.0,0,1,0,1775,0
27623,2,10,10,1,1,1,0,1,0,61,43000.0,0,1,0,1775,0
27624,5,5,5,1,1,1,1,0,0,61,43000.0,0,1,0,1775,1
27625,10,10,7,1,1,0,1,0,0,64,73000.0,0,1,0,1567,0
27626,0,0,4,1,0,1,0,0,1,64,73000.0,0,1,0,1567,0
27627,3,7,7,1,1,1,0,1,0,64,73000.0,0,1,0,1567,0
